alpha,method,quantile,coverage,mean_interval_width,certain_active_fraction,certain_inactive_fraction,uncertain_fraction,certain_active_precision
0.1,split_conformal,1.2391433999999997,0.9104072398190045,2.4782868,0.005429864253393665,0.0029411764705882353,0.9916289592760181,0.9166666666666666
0.1,normalized_conformal,1.2121390667924552,0.8952488687782806,2.032125568394373,0.009728506787330317,0.29479638009049774,0.6954751131221719,0.813953488372093
0.05,split_conformal,1.8178351683184255,0.9579185520361991,3.63567033663685,0.0,0.0,1.0,
0.05,normalized_conformal,1.9618548028073595,0.9524886877828054,3.2890081802344477,0.0011312217194570137,0.09547511312217194,0.903393665158371,0.8
